"","titles","prices","years","transmissions","make.1","make.2"
"12","Toyota Coaster",650000,"1996",NA,"Toyota","Coaster"
"13",NA,NA,NA,NA,NA,NA
"14","Honda Crv",1250000,"2008",NA,"Honda","Crv"
"15","Toyota X",2150000,"2010",NA,"Toyota","X"
"16","Honda Inspire",380000,"1996",NA,"Honda","Inspire"
"17","Honda Inspire",2e+06,"2012",NA,"Honda","Inspire"
"18","Mitsubishi lancer",450000,"2003",NA,"Mitsubishi","lancer"
"19","Toyota Altis",680000,"2005",NA,"Toyota","Altis"
"20","Honda Civic",235000,"1993",NA,"Honda","Civic"
"21","Mercedes Kompressor",1200000,"2003",NA,"Mercedes","Kompressor"
"22","Toyota Harrier",1400000,"2003",NA,"Toyota","Harrier"
"23","Honda Accord",2600000,"2014",NA,"Honda","Accord"
"24",NA,NA,NA,NA,NA,NA
"25","Toyota Vitz",1230000,"2012",NA,"Toyota","Vitz"
"26","Honda Civic",3300000,"2016",NA,"Honda","Civic"
"27","Hyundai Accent",3e+05,"2003",NA,"Hyundai","Accent"
"28","Leyland Daf",3e+06,"1999",NA,"Leyland","Daf"
"29","Nissan sunny",680000,"2005",NA,"Nissan","sunny"
"30","BMW 318I",280000,"1998",NA,"BMW","318I"
"31","BMW X3",1550000,"2004",NA,"BMW","X3"
"32","Acura MDX",5800000,"2014",NA,"Acura","MDX"
"33","Nissan Caravan",1200000,"2006",NA,"Nissan","Caravan"
"34","Honda Accord",1200000,"2007",NA,"Honda","Accord"
"35",NA,NA,NA,NA,NA,NA
"36","Volkswagen GTI",460000,"1992",NA,"Volkswagen","GTI"
"37","Honda Civic",2500000,"2015",NA,"Honda","Civic"
"38","Honda CRV",2100000,"2011",NA,"Honda","CRV"
"39","Subaru Legacy",410000,"1999",NA,"Subaru","Legacy"
"40","Honda Civic",5e+05,"2000",NA,"Honda","Civic"
"41","Mitsubishi Elegance",850000,"2005",NA,"Mitsubishi","Elegance"
"42","Mercedes BiTurbo",1.6e+07,"2016",NA,"Mercedes","BiTurbo"
"43","Honda CRV",3300000,"2013",NA,"Honda","CRV"
"44","Toyota Rav4",3190000,"2014",NA,"Toyota","Rav4"
"45","Toyota Vigo",2650000,"2010",NA,"Toyota","Vigo"
"46",NA,NA,NA,NA,NA,NA
"47","Honda Accord",620000,"1998",NA,"Honda","Accord"
"48","Toyota Vigo",2650000,"2010",NA,"Toyota","Vigo"
"49","Suzuki Swift",1120000,"2012",NA,"Suzuki","Swift"
"50","Honda Civic",650000,"2002",NA,"Honda","Civic"
"51","Nissan Sylphy",440000,"2000",NA,"Nissan","Sylphy"
"52","Toyota Caldina",670000,"2003",NA,"Toyota","Caldina"
"53","Nissan Tiida",940000,"2011",NA,"Nissan","Tiida"
"54","Honda Partner",420000,"2003",NA,"Honda","Partner"
"55","Toyota Belta",740000,"2006",NA,"Toyota","Belta"
"56","Nissan AD",940000,"2012",NA,"Nissan","AD"
"57",NA,NA,NA,NA,NA,NA
"58","Mazda Demio",7e+05,"2010",NA,"Mazda","Demio"
"59","Honda Accord",14000,"1999",NA,"Honda","Accord"
"60","Toyota Carolla",4e+05,"1994",NA,"Toyota","Carolla"
"61","Honda CRV",1100000,"2002",NA,"Honda","CRV"
"62","Nissan Xtrail",750000,"2003",NA,"Nissan","Xtrail"
"63","BMW 328i",3700000,"2013",NA,"BMW","328i"
"64","Toyota Wish",1400000,"2008",NA,"Toyota","Wish"
"65","Nissan bluebird",175000,"1990",NA,"Nissan","bluebird"
"66","Toyota Axio",1700000,"2012",NA,"Toyota","Axio"
"67","Honda Civic",8e+05,"2005",NA,"Honda","Civic"
"68",NA,NA,NA,NA,NA,NA
"69","Mitsubishi wagan",550000,"2001",NA,"Mitsubishi","wagan"
"70","Honda Fit",1799999,"2014",NA,"Honda","Fit"
"71","Nissan Star",1620000,"2012",NA,"Nissan","Star"
"72","Toyota 2WD",1650000,"2012",NA,"Toyota","2WD"
"73","Honda Touring",2999999,"2016",NA,"Honda","Touring"
"74","Suzuki Swift",1650000,"2015",NA,"Suzuki","Swift"
"75","Suzuki Swift",1650000,"2015",NA,"Suzuki","Swift"
"76","Honda Sport",5100000,"2018",NA,"Honda","Sport"
"77","BMW 328i",3300000,"2013",NA,"BMW","328i"
"78","Toyota SI",2700000,"2012",NA,"Toyota","SI"
"79",NA,NA,NA,NA,NA,NA
"80","Toyota 1300cc",1499999,"2013",NA,"Toyota","1300cc"
"81","Honda Touring",5300000,"2017",NA,"Honda","Touring"
"82","Nissan Latio",1450000,"2013",NA,"Nissan","Latio"
"83","Subaru 20T",1850000,"2012",NA,"Subaru","20T"
"84","Toyota 1300cc",1550000,"2013",NA,"Toyota","1300cc"
"85","Daihatsu MIRA",780000,"2013",NA,"Daihatsu","MIRA"
"86","Toyota Passo",330000,"2004",NA,"Toyota","Passo"
"87","Nissan slyphy",850000,"2007",NA,"Nissan","slyphy"
"88","Honda HRV",4e+06,"2017",NA,"Honda","HRV"
"89","Nissan Sale",1e+05,"2012",NA,"Nissan","Sale"
"90",NA,NA,NA,NA,NA,NA
"91","Nissan Policy",1350000,"2013",NA,"Nissan","Policy"
"92","Mitsubishi Libero",280000,"1995",NA,"Mitsubishi","Libero"
"93","Nissan Sylphy",2050000,"2013",NA,"Nissan","Sylphy"
"94","Mercedes Kompressor",2650000,"2008",NA,"Mercedes","Kompressor"
"95","Honda RSZ",1e+06,"2006",NA,"Honda","RSZ"
"96","Toyota Probox",1230000,"2013",NA,"Toyota","Probox"
"97","Toyota Probox",1220000,"2013",NA,"Toyota","Probox"
"98","Honda Fit",2250000,"2016",NA,"Honda","Fit"
"99","Toyota STARLET",390000,"1994",NA,"Toyota","STARLET"
"100","GMC 4500",450000,"2005",NA,"GMC","4500"
"101",NA,NA,NA,NA,NA,NA
"102","Toyota Harrier",920000,"2002",NA,"Toyota","Harrier"
"103","Nissan Xtrail",850000,"2005",NA,"Nissan","Xtrail"
"104","Mazda premacy",780000,"2006",NA,"Mazda","premacy"
"105","Honda CL7",840000,"2003",NA,"Honda","CL7"
"106","Isuzu Elf",3500000,"2011",NA,"Isuzu","Elf"
"107","Toyota vista",260000,"1996",NA,"Toyota","vista"
"108","Toyota Belta",780000,"2005",NA,"Toyota","Belta"
"109","Toyota Axio",1450000,"2009",NA,"Toyota","Axio"
"110","Nissan Note",1290000,"2013",NA,"Nissan","Note"
"111","Suzuki swift",1450000,"2014",NA,"Suzuki","swift"
"112",NA,NA,NA,NA,NA,NA
"113","Mitsubishi lancer",350000,"1998",NA,"Mitsubishi","lancer"
"114","Toyota rav4",675000,"1997",NA,"Toyota","rav4"
"115","Honda civic",550000,"1999",NA,"Honda","civic"
"116","Honda crv",675000,"1997",NA,"Honda","crv"
"117","Nissan Tiida",1400000,"2012",NA,"Nissan","Tiida"
"118","Suzuki Swift",1550000,"2013",NA,"Suzuki","Swift"
"119","Nissan ADWagon",1150000,"2013",NA,"Nissan","ADWagon"
"120","Nissan Dualis",3350000,"2013",NA,"Nissan","Dualis"
"121","Suzuki Swift",1550000,"2013",NA,"Suzuki","Swift"
"122","Hyundai Traget",9e+05,"2005",NA,"Hyundai","Traget"
"123",NA,NA,NA,NA,NA,NA
"124","Toyota Premio",1885000,"2011",NA,"Toyota","Premio"
"125","Subaru Impreza",2350000,"2014",NA,"Subaru","Impreza"
"126","BMW 520D",4950000,"2013",NA,"BMW","520D"
"127","Nissan March",995000,"2012",NA,"Nissan","March"
"128","Nissan NOTE",1650000,"2014",NA,"Nissan","NOTE"
"129","Toyota Camry",3150000,"2013",NA,"Toyota","Camry"
"130","Toyota AXIO",2150000,"2013",NA,"Toyota","AXIO"
"131","Acura MDX",3800000,"2012",NA,"Acura","MDX"
"132","Toyota Isis",1750000,"2011",NA,"Toyota","Isis"
"133","Isuzu ELF",2500000,"2007",NA,"Isuzu","ELF"
"134",NA,NA,NA,NA,NA,NA
"135","BMW 525d",9e+05,"2007",NA,"BMW","525d"
"136","Nissan Note",1480000,"2014",NA,"Nissan","Note"
"137","Honda S",2500000,"2011",NA,"Honda","S"
"138","Honda Fit",1700000,"2013",NA,"Honda","Fit"
"139","Subaru Impreza",1700000,"2013",NA,"Subaru","Impreza"
"140","Subaru G4",1790000,"2012",NA,"Subaru","G4"
"141","Nissan Sylphy",2100000,"2013",NA,"Nissan","Sylphy"
"142","Honda Fit",2e+06,"2016",NA,"Honda","Fit"
"143","Nissan Sylphy",1800000,"2012",NA,"Nissan","Sylphy"
"144","Subaru Impreza",1800000,"2013",NA,"Subaru","Impreza"
"145",NA,NA,NA,NA,NA,NA
"146","Nissan Note",1290000,"2013",NA,"Nissan","Note"
"147","Suzuki Swift",1500000,"2014",NA,"Suzuki","Swift"
"148","Honda Fit",1740000,"2013",NA,"Honda","Fit"
"149","Subaru XV",2950000,"2013",NA,"Subaru","XV"
"150","Subaru Impreza",2250000,"2015",NA,"Subaru","Impreza"
"151","Nissan Note",1350000,"2013",NA,"Nissan","Note"
"152","Subaru XV",2750000,"2012",NA,"Subaru","XV"
"153","Subaru G4",1850000,"2012",NA,"Subaru","G4"
"154","Toyota Axio",2050000,"2014",NA,"Toyota","Axio"
"155","Nissan Teana",2250000,"2013",NA,"Nissan","Teana"
"156",NA,NA,NA,NA,NA,NA
"157","Mazda Demio",9e+05,"2012",NA,"Mazda","Demio"
"158","Toyota Levin",260000,"1992",NA,"Toyota","Levin"
"159","Toyota Axio",1850000,"2014",NA,"Toyota","Axio"
"160","Honda SPORT",2660000,"2013",NA,"Honda","SPORT"
"161","Mitsubishi Fortes",775000,"2007",NA,"Mitsubishi","Fortes"
"162","Subaru SPORTS",2050000,"2014",NA,"Subaru","SPORTS"
"163","Honda Accord",525000,"1998",NA,"Honda","Accord"
"164","Suzuki XL7",620000,"2003",NA,"Suzuki","XL7"
"165","Suzuki Baleno",2e+05,"1999",NA,"Suzuki","Baleno"
"166","Nissan DUALIS",965000,"2008",NA,"Nissan","DUALIS"
"167",NA,NA,NA,NA,NA,NA
"168","Honda CIVIC",1290000,"2008",NA,"Honda","CIVIC"
"169","Toyota AXIO",1580000,"2012",NA,"Toyota","AXIO"
"170","Toyota TRANSMISSION",59000,"2005",NA,"Toyota","TRANSMISSION"
"171","Honda FIT",1280000,"2012",NA,"Honda","FIT"
"172","Toyota PROBOX",1090000,"2012",NA,"Toyota","PROBOX"
"173","Toyota IMPORTED",1190000,"2012",NA,"Toyota","IMPORTED"
"174","Honda VERSION",1190000,"2004",NA,"Honda","VERSION"
"175","Nissan SALOON",645000,"2006",NA,"Nissan","SALOON"
"176","Honda CRV",2550000,"2011",NA,"Honda","CRV"
"177","Toyota FIELDER",1090000,"2007",NA,"Toyota","FIELDER"
"178",NA,NA,NA,NA,NA,NA
"179","Toyota RAV4",1120000,"2003",NA,"Toyota","RAV4"
"180","Honda CIVIC",695000,"2004",NA,"Honda","CIVIC"
"181","Nissan NOTE",645000,"2008",NA,"Nissan","NOTE"
"182","Toyota AXIO",1220000,"2009",NA,"Toyota","AXIO"
"183","Honda CIVIC",1290000,"2009",NA,"Honda","CIVIC"
"184","Kia RIO",1350000,"2013",NA,"Kia","RIO"
"185","Ford XLT",1490000,"2010",NA,"Ford","XLT"
"186","Toyota CORSA",395000,"1999",NA,"Toyota","CORSA"
"187","Nissan LATIO",735000,"2008",NA,"Nissan","LATIO"
"188","Toyota PASSO",915000,"2012",NA,"Toyota","PASSO"
"189",NA,NA,NA,NA,NA,NA
"190","Subaru IMPREZA",685000,"2006",NA,"Subaru","IMPREZA"
"191","Nissan S",1995000,"2013",NA,"Nissan","S"
"192","Suzuki VITARA",995000,"2007",NA,"Suzuki","VITARA"
"193","Honda FIT",1780000,"2014",NA,"Honda","FIT"
"194","Honda FIT",685000,"2007",NA,"Honda","FIT"
"195","Mitsubishi SPORTS",735000,"2004",NA,"Mitsubishi","SPORTS"
"196","Nissan NOTE",1750000,"2014",NA,"Nissan","NOTE"
"197","Toyota PRADO",1090000,"2003",NA,"Toyota","PRADO"
"198","Mitsubishi GLX",695000,"2007",NA,"Mitsubishi","GLX"
"199","Honda CRV",2050000,"2010",NA,"Honda","CRV"
"200",NA,NA,NA,NA,NA,NA
"201","Chevrolet AVEO",395000,"2004",NA,"Chevrolet","AVEO"
"202","Honda SIR",575000,"1999",NA,"Honda","SIR"
"203","Mitsubishi COLT",275000,"1999",NA,"Mitsubishi","COLT"
"204","Nissan LATIO",875000,"2009",NA,"Nissan","LATIO"
"205","Mazda PREMACY",865000,"2009",NA,"Mazda","PREMACY"
"206","Honda CRV",2990000,"2012",NA,"Honda","CRV"
"207","Subaru FORRESTER",995000,"2007",NA,"Subaru","FORRESTER"
"208","Toyota HYBRID",1480000,"2013",NA,"Toyota","HYBRID"
"209","Honda INTEGRA",375000,"1997",NA,"Honda","INTEGRA"
"210","Toyota ALTIS",985000,"2005",NA,"Toyota","ALTIS"
"211",NA,NA,NA,NA,NA,NA
"212","Toyota PICNIC",995000,"2004",NA,"Toyota","PICNIC"
"213","Nissan LAFESTA",1060000,"2011",NA,"Nissan","LAFESTA"
"214","Suzuki VITARA",1230000,"2007",NA,"Suzuki","VITARA"
"215","Hyundai Touring",780000,"2009",NA,"Hyundai","Touring"
"216","Suzuki SX4",750000,"2008",NA,"Suzuki","SX4"
"217","BMW I",880000,"2002",NA,"BMW","I"
"218","Mercedes Sport",6100000,"2015",NA,"Mercedes","Sport"
"219","Toyota Corolla",1200000,"2009",NA,"Toyota","Corolla"
"220","Mitsubishi Galant",4e+05,"2001",NA,"Mitsubishi","Galant"
"221","Toyota Hybrid",2500000,"2012",NA,"Toyota","Hybrid"
"222",NA,NA,NA,NA,NA,NA
"223","Toyota Yaris",2200000,"2015",NA,"Toyota","Yaris"
"224","Honda Stream",1250000,"2008",NA,"Honda","Stream"
"225","Honda Civic",215000,"1998",NA,"Honda","Civic"
"226","Honda Sport",2300000,"2016",NA,"Honda","Sport"
"227","BMW 525i",1200000,"2004",NA,"BMW","525i"
"228","Honda Stream",580000,"2002",NA,"Honda","Stream"
"229","Suzuki SWIFT",145000,"1993",NA,"Suzuki","SWIFT"
"230","Honda INTEGRA",395000,"1998",NA,"Honda","INTEGRA"
"231","Nissan NOTE",495000,"2007",NA,"Nissan","NOTE"
"232","Nissan Tiida",750000,"2007",NA,"Nissan","Tiida"
"233",NA,NA,NA,NA,NA,NA
"234","Toyota Flatty",320000,"1990",NA,"Toyota","Flatty"
"235","Mitsubishi Lancer",425000,"2003",NA,"Mitsubishi","Lancer"
"236","Toyota Tacoma",6100000,"2016",NA,"Toyota","Tacoma"
"237","Toyota 110",4e+05,"1996",NA,"Toyota","110"
"238","Honda Turbo",3250000,"2017",NA,"Honda","Turbo"
"239","Toyota corolla",2750000,"2015",NA,"Toyota","corolla"
"240","Toyota Yaris",950000,"2011",NA,"Toyota","Yaris"
"241","Honda HRV",3500000,"2017",NA,"Honda","HRV"
"242","Honda Accord",1100000,"2004",NA,"Honda","Accord"
"243","Honda HRV",3500000,"2017",NA,"Honda","HRV"
"244",NA,NA,NA,NA,NA,NA
"245","Nissan Wingroad",890000,"2011",NA,"Nissan","Wingroad"
"246","Honda EXL",3600000,"2015",NA,"Honda","EXL"
"247","Suzuki Swift",1450000,"2015",NA,"Suzuki","Swift"
"248","BMW 3201",3450000,"2015",NA,"BMW","3201"
"249","Nissan Latio",1025000,"2012",NA,"Nissan","Latio"
"250","Toyota Isis",1500000,"2011",NA,"Toyota","Isis"
"251","Honda Fit",1440000,"2013",NA,"Honda","Fit"
"252","Suzuki Swift",1570000,"2015",NA,"Suzuki","Swift"
"253","Toyota kingfish",850000,"2002",NA,"Toyota","kingfish"
"254","Toyota camry",230000,"1991",NA,"Toyota","camry"
"255",NA,NA,NA,NA,NA,NA
"256","Subaru Impreza",8e+05,"2007",NA,"Subaru","Impreza"
"257","BMW X1",2680000,"2010",NA,"BMW","X1"
"258","Toyota X",2350000,"2012",NA,"Toyota","X"
"259","Hyundai Tucson",630000,"2006",NA,"Hyundai","Tucson"
"260","Toyota Crown",2620000,"2012",NA,"Toyota","Crown"
"261","Nissan Sunny",140000,"1990",NA,"Nissan","Sunny"
"262","Daihatsu Mira",598000,"2013",NA,"Daihatsu","Mira"
"263","Chrysler Cruiser",480000,"2002",NA,"Chrysler","Cruiser"
"264","Toyota Corolla",2020000,"2014",NA,"Toyota","Corolla"
"265","Toyota Wish",2300000,"2013",NA,"Toyota","Wish"
"266",NA,NA,NA,NA,NA,NA
"267","Toyota Vanguard",3050000,"2012",NA,"Toyota","Vanguard"
"268","Mazda Van",1300000,"2014",NA,"Mazda","Van"
"269","Toyota Caldina",730000,"2004",NA,"Toyota","Caldina"
"270","Hyundai Sonata",2200000,"2012",NA,"Hyundai","Sonata"
"271","Nissan NEG",8e+05,"2011",NA,"Nissan","NEG"
"272","Suzuki Alto",480000,"2009",NA,"Suzuki","Alto"
"273","Toyota X",3300000,"2014",NA,"Toyota","X"
"274","Toyota Vitz",1450000,"2013",NA,"Toyota","Vitz"
"275","Honda Crv",1650000,"2006",NA,"Honda","Crv"
"276","Nissan Sunny",350000,"2001",NA,"Nissan","Sunny"
"277",NA,NA,NA,NA,NA,NA
"278","Nissan X",1800000,"2016",NA,"Nissan","X"
"279","BMW I",3400000,"2014",NA,"BMW","I"
"280","BMW 30I",1250000,"2002",NA,"BMW","30I"
"281","Volkswagen Tiguan",2600000,"2014",NA,"Volkswagen","Tiguan"
"282","Toyota 2",220000,"1991",NA,"Toyota","2"
"283","Honda Civic",1630000,"2010",NA,"Honda","Civic"
"284","Nissan March",1050000,"2013",NA,"Nissan","March"
"285","Toyota Axio",2300000,"2014",NA,"Toyota","Axio"
"286","Honda SPORT",2600000,"2014",NA,"Honda","SPORT"
"287","Subaru Impreza",660000,"2003",NA,"Subaru","Impreza"
"288",NA,NA,NA,NA,NA,NA
"289","Honda City",1200000,"2012",NA,"Honda","City"
"290","Nissan Frontier",3200000,"2013",NA,"Nissan","Frontier"
"291","Honda Fit",1295000,"2012",NA,"Honda","Fit"
"292","Toyota Voxy",2180000,"2011",NA,"Toyota","Voxy"
"293","Honda Fit",650000,"2005",NA,"Honda","Fit"
"294","Honda Fit",745000,"2006",NA,"Honda","Fit"
"295","Toyota Sienta",1200000,"2012",NA,"Toyota","Sienta"
"296","Nissan Tiida",640000,"2007",NA,"Nissan","Tiida"
"297","Toyota X",2350000,"2012",NA,"Toyota","X"
"298","BMW X6",7900000,"2013",NA,"BMW","X6"
"299",NA,NA,NA,NA,NA,NA
"300","Nissan Note",780000,"2009",NA,"Nissan","Note"
"301","Toyota Axio",2280000,"2014",NA,"Toyota","Axio"
"302","Suzuki Swift",1980000,"2016",NA,"Suzuki","Swift"
"303","BMW 30I",3300000,"2007",NA,"BMW","30I"
"304","Suzuki Swift",1950000,"2015",NA,"Suzuki","Swift"
"305","Subaru G4",1950000,"2013",NA,"Subaru","G4"
"306","Toyota Axio",2090000,"2014",NA,"Toyota","Axio"
"307","Toyota Wish",2520000,"2014",NA,"Toyota","Wish"
"308","Honda Fit",2050000,"2015",NA,"Honda","Fit"
"309","Mitsubishi Pajero",2950000,"2011",NA,"Mitsubishi","Pajero"
"310",NA,NA,NA,NA,NA,NA
"311","Subaru Sport",1880000,"2013",NA,"Subaru","Sport"
"312","Toyota Platana",2150000,"2012",NA,"Toyota","Platana"
"313","Subaru Impreza",2350000,"2014",NA,"Subaru","Impreza"
"314","Nissan Bluebird",2350000,"2013",NA,"Nissan","Bluebird"
"315","Nissan March",1270000,"2013",NA,"Nissan","March"
"316","Toyota Stype",1700000,"2012",NA,"Toyota","Stype"
"317","Honda Turbo",3700000,"2017",NA,"Honda","Turbo"
"318","Mitsubishi Lancer",555000,"2008",NA,"Mitsubishi","Lancer"
"319","Mercedes AMG",7e+06,"2015",NA,"Mercedes","AMG"
"320","Mitsubishi Galant",775000,"2007",NA,"Mitsubishi","Galant"
"321",NA,NA,NA,NA,NA,NA
"322","Honda Crv",3200000,"2013",NA,"Honda","Crv"
"323","Honda Fit",1950000,"2015",NA,"Honda","Fit"
"324","BMW 325i",3199999,"2012",NA,"BMW","325i"
"325","Subaru Impreza",1050000,"2010",NA,"Subaru","Impreza"
"326","Honda Fit",6e+05,"2006",NA,"Honda","Fit"
"327","Nissan LaFesta",449000,"2006",NA,"Nissan","LaFesta"
"328","Nissan Xtrail",3500000,"2016",NA,"Nissan","Xtrail"
"329","Toyota Hilux",7800000,"2018",NA,"Toyota","Hilux"
"330","Mazda Demio",230000,"2002",NA,"Mazda","Demio"
"331","Honda EX",2900000,"2016",NA,"Honda","EX"
"332",NA,NA,NA,NA,NA,NA
"333","Toyota Harrier",620000,"1998",NA,"Toyota","Harrier"
"334","Honda CL7",1099000,"2007",NA,"Honda","CL7"
"335","Nissan wagon",970000,"2012",NA,"Nissan","wagon"
"336","Daihatsu passo",7e+05,"2012",NA,"Daihatsu","passo"
"337","Toyota Voxy",1800000,"2008",NA,"Toyota","Voxy"
"338","Toyota wagon",3e+05,"1998",NA,"Toyota","wagon"
"339","Toyota Vitz",1800000,"2014",NA,"Toyota","Vitz"
"340","Toyota Corolla",435000,"1996",NA,"Toyota","Corolla"
"341","Honda EXL",2280000,"2014",NA,"Honda","EXL"
"342","Honda EX",2350000,"2015",NA,"Honda","EX"
"343",NA,NA,NA,NA,NA,NA
"344","Suzuki Vitara",820000,"2005",NA,"Suzuki","Vitara"
"345","Nissan Latio",840000,"2010",NA,"Nissan","Latio"
"346","Lexus 300",5500000,"2014",NA,"Lexus","300"
"347","Mazda Demio",1350000,"2013",NA,"Mazda","Demio"
"348","Honda Civic",1250,"2007",NA,"Honda","Civic"
"349","Honda Civic",3100000,"2016",NA,"Honda","Civic"
"350","Honda Civic",2900000,"2016",NA,"Honda","Civic"
"351","Honda Fit",1350000,"2013",NA,"Honda","Fit"
"352","Toyota Wish",1600000,"2010",NA,"Toyota","Wish"
"353","Nissan Note",1300000,"2013",NA,"Nissan","Note"
"354",NA,NA,NA,NA,NA,NA
"355","Subaru G4",1700000,"2012",NA,"Subaru","G4"
"356","Honda Exl",2400000,"2015",NA,"Honda","Exl"
"357","Honda EX",2500000,"2015",NA,"Honda","EX"
"358","Mazda Demio",1350000,"2013",NA,"Mazda","Demio"
"359","Nissan Wagon",1100000,"2013",NA,"Nissan","Wagon"
"360","Toyota Vitz",1100000,"2012",NA,"Toyota","Vitz"
"361","Toyota Vitz",1150000,"2012",NA,"Toyota","Vitz"
"362","Honda Civic",3100000,"2016",NA,"Honda","Civic"
"363","Honda Accord",1850000,"2011",NA,"Honda","Accord"
"364","Honda Civic",2750000,"2016",NA,"Honda","Civic"
"365",NA,NA,NA,NA,NA,NA
"366","Toyota mark11",250000,"1995",NA,"Toyota","mark11"
"367","Honda Civic",2350000,"2015",NA,"Honda","Civic"
"368","Honda Civic",2400000,"2015",NA,"Honda","Civic"
"369","Toyota VOXY",2550000,"2012",NA,"Toyota","VOXY"
"370","Toyota ZIO",2300000,"2012",NA,"Toyota","ZIO"
"371","Audi SLINE",6800000,"2013",NA,"Audi","SLINE"
"372","Nissan TEANA",2150000,"2012",NA,"Nissan","TEANA"
"373","Suzuki Swift",1550000,"2013",NA,"Suzuki","Swift"
"374","Honda Accord",3300000,"2013",NA,"Honda","Accord"
"375","Toyota Wish",2600000,"2013",NA,"Toyota","Wish"
"376",NA,NA,NA,NA,NA,NA
"377","Mazda Premacy",2150000,"2013",NA,"Mazda","Premacy"
"378","Freightliner Series",3450000,"2007",NA,"Freightliner","Series"
"379","Nissan Note",580000,"2005",NA,"Nissan","Note"
"380","Mazda Premacy",1550000,"2011",NA,"Mazda","Premacy"
"381","Honda Civic",720000,"2000",NA,"Honda","Civic"
"382","Subaru G4",2700000,"2015",NA,"Subaru","G4"
"383","Nissan ADWagon",1200000,"2013",NA,"Nissan","ADWagon"
"384","Toyota Prado",6700000,"2015",NA,"Toyota","Prado"
"385","Subaru G4",1985000,"2013",NA,"Subaru","G4"
"386","Toyota Allion",2350000,"2013",NA,"Toyota","Allion"
"387",NA,NA,NA,NA,NA,NA
"388","Honda Accord",640000,"2004",NA,"Honda","Accord"
"389","Honda Accord",1500000,"2010",NA,"Honda","Accord"
"390","Honda Civic",630000,"2003",NA,"Honda","Civic"
"391","Nissan Note",1100000,"2012",NA,"Nissan","Note"
"392","Acura RSX",890000,"2003",NA,"Acura","RSX"
"393","Mitsubishi 8",1770000,"2003",NA,"Mitsubishi","8"
"394","Honda CRV",4580000,"2016",NA,"Honda","CRV"
"395","Honda Civic",450000,"2002",NA,"Honda","Civic"
"396","Suzuki Swift",1649000,"2014",NA,"Suzuki","Swift"
"397","Subaru Sport",2029000,"2014",NA,"Subaru","Sport"
"398",NA,NA,NA,NA,NA,NA
"399","Subaru Sport",1999000,"2014",NA,"Subaru","Sport"
"400","Nissan Note",1200000,"2013",NA,"Nissan","Note"
"401","Mazda Demio",1150000,"2013",NA,"Mazda","Demio"
"402","Toyota probox",1180000,"2013",NA,"Toyota","probox"
"403","Suzuki Alto",730000,"2013",NA,"Suzuki","Alto"
"404","Mazda Pickup",330000,"1993",NA,"Mazda","Pickup"
"405","Toyota X",3100000,"2014",NA,"Toyota","X"
"406","Subaru Impreza",1800000,"2012",NA,"Subaru","Impreza"
"407","BMW series",5800000,"2014",NA,"BMW","series"
"408","Toyota MarkX",3300000,"2013",NA,"Toyota","MarkX"
"409",NA,NA,NA,NA,NA,NA
"410","Toyota Allion",2400000,"2014",NA,"Toyota","Allion"
"411","Honda CIVICX",330000,"1997",NA,"Honda","CIVICX"
"412","GMC Denali",2e+06,"2004",NA,"GMC","Denali"
"413","Suzuki Jimny",1e+06,"2008",NA,"Suzuki","Jimny"
"414","Toyota SHAPE",2499999,"2015",NA,"Toyota","SHAPE"
